brand,model,year,transmission,mileage,fuelType,engineSize
hyundi, Santa Fe,2019,Automatic,10035,Diesel,2.2
ford, Edge,2017,Manual,21213,Diesel,2.0
skoda, Rapid,2013,Manual,56000,Diesel,1.6
bmw, X6,2020,Semi-Auto,3340,Diesel,3.0
toyota, Prius,2019,Automatic,7000,Other,1.8
skoda, Scala,2020,Manual,1050,Petrol,1.0
ford, Grand Tourneo Connect,2017,Automatic,18209,Diesel,1.5
vauxhall, Combo Life,2019,Manual,8087,Diesel,1.5
bmw, M4,2017,Manual,15500,Petrol,3.0
audi, A8,2018,Semi-Auto,4524,Diesel,3.0
audi, A8,2016,Automatic,70000,Diesel,3.0
vw, Beetle,2018,Manual,15490,Petrol,1.2
toyota, Hilux,2019,Manual,28,Diesel,2.4
toyota, GT86,2017,Manual,6725,Petrol,2.0
bmw, Z4,2020,Semi-Auto,1501,Petrol,2.0
ford, Galaxy,2018,Automatic,8339,Diesel,2.0
ford, Tourneo Custom,2019,Manual,3710,Diesel,2.0
skoda, Scala,2019,Semi-Auto,2355,Petrol,1.0
hyundi, IX35,2015,Manual,54076,Diesel,2.0
ford, Tourneo Connect,2019,Manual,1956,Diesel,1.5
merc, GLS Class,2016,Semi-Auto,32609,Diesel,3.0
bmw, M3,2013,Semi-Auto,30500,Petrol,4.0
audi, A7,2020,Semi-Auto,1200,Diesel,3.0
hyundi, IX20,2016,Automatic,15728,Petrol,1.6
toyota, GT86,2017,Manual,14736,Petrol,2.0
hyundi, IX35,2015,Manual,40096,Diesel,1.7
bmw, Z4,2004,Manual,39000,Petrol,3.0
merc, GLS Class,2019,Automatic,20429,Diesel,3.0
toyota, Avensis,2018,Manual,25883,Diesel,1.6
hyundi, Santa Fe,2017,Semi-Auto,21891,Diesel,2.2
bmw, 6 Series,2015,Automatic,62953,Diesel,3.0
merc, X-CLASS,2019,Automatic,500,Diesel,2.3
hyundi, Santa Fe,2015,Semi-Auto,29823,Diesel,2.2
hyundi, Santa Fe,2019,Semi-Auto,2251,Diesel,2.2
bmw, X7,2019,Semi-Auto,5283,Diesel,3.0
vw, Arteon,2019,Semi-Auto,2936,Diesel,2.0
merc, CLS Class,2019,Semi-Auto,11886,Diesel,2.9
vw, CC,2016,Semi-Auto,4289,Petrol,1.8
vw, Caddy Maxi Life,2019,Manual,2759,Diesel,2.0
toyota, Prius,2014,Automatic,50647,Hybrid,1.8
toyota, Camry,2020,Automatic,10000,Hybrid,2.5
bmw, 7 Series,2019,Semi-Auto,2212,Diesel,3.0
bmw, X6,2011,Automatic,96000,Diesel,3.0
toyota, GT86,2017,Manual,19420,Petrol,2.0
bmw, M3,2009,Manual,65000,Petrol,4.0
merc, G Class,2019,Automatic,12000,Petrol,4.0
skoda, Rapid,2016,Manual,25183,Petrol,1.2
bmw, Z4,2020,Semi-Auto,12,Petrol,2.0
skoda, Scala,2019,Manual,5,Petrol,1.0
hyundi, IX35,2014,Manual,27410,Diesel,2.0
toyota, Hilux,2016,Manual,51840,Diesel,2.5
audi, SQ5,2017,Automatic,13000,Petrol,3.0
merc, CLS Class,2011,Automatic,54000,Diesel,3.0
ford, Edge,2019,Semi-Auto,1461,Diesel,2.0
audi, A7,2019,Automatic,3000,Diesel,2.0
toyota, Hilux,2018,Manual,34868,Diesel,2.4
vw, Tiguan Allspace,2019,Semi-Auto,6008,Petrol,1.5
toyota, Hilux,2016,Manual,55232,Diesel,3.0
ford, KA,2014,Manual,39987,Petrol,1.2
merc, GLS Class,2019,Automatic,2010,Diesel,3.0
vw, CC,2015,Semi-Auto,56508,Diesel,2.0
hyundi, I800,2018,Manual,34168,Diesel,2.5
merc, CLS Class,2017,Semi-Auto,8591,Petrol,3.5
bmw, X7,2019,Automatic,5929,Diesel,3.0
hyundi, IX20,2016,Automatic,7275,Petrol,1.6
hyundi, Santa Fe,2013,Semi-Auto,72854,Diesel,2.2
hyundi, Santa Fe,2017,Manual,48034,Diesel,2.2
toyota, Verso,2016,Automatic,9444,Other,1.8
skoda, Scala,2019,Manual,100,Diesel,1.6
toyota, Avensis,2013,Manual,95059,Diesel,2.0
merc, SLK,2007,Automatic,74000,Petrol,1.8
audi, RS5,2019,Semi-Auto,7800,Petrol,2.9
vw, Caddy Maxi Life,2018,Manual,1959,Diesel,2.0
merc, CLS Class,2019,Semi-Auto,5919,Diesel,2.9
vauxhall, Zafira Tourer,2017,Automatic,11460,Petrol,1.4
vw, Jetta,2016,Manual,73500,Diesel,2.0
hyundi, Santa Fe,2018,Manual,27410,Diesel,2.2
vw, Beetle,2016,Automatic,43268,Diesel,2.0
hyundi, Santa Fe,2018,Manual,17452,Diesel,2.2
merc, V Class,2018,Manual,11323,Diesel,2.1
audi, A8,2017,Automatic,16975,Petrol,4.0
merc, SLK,2000,Automatic,87000,Petrol,3.2
ford, Grand C-MAX,2015,Manual,29950,Diesel,1.5
skoda, Scala,2019,Automatic,1500,Petrol,1.0
merc, GLS Class,2019,Automatic,6224,Diesel,3.0
vauxhall, GTC,2016,Manual,17887,Petrol,1.4
bmw, X4,2019,Semi-Auto,6747,Petrol,3.0
skoda, Scala,2020,Semi-Auto,4112,Petrol,1.5
ford, Grand C-MAX,2011,Manual,48718,Petrol,1.6
hyundi, Santa Fe,2017,Semi-Auto,28847,Diesel,2.2
ford, Tourneo Custom,2019,Manual,5609,Diesel,2.0
bmw, M4,2019,Automatic,1326,Petrol,3.0
toyota, Avensis,2006,Manual,125000,Petrol,1.8
ford, Edge,2018,Automatic,20318,Diesel,2.0
merc, V Class,2019,Semi-Auto,10593,Diesel,2.2
merc, V Class,2018,Manual,22033,Diesel,2.1
vauxhall, GTC,2016,Automatic,21716,Petrol,1.4
ford, Grand C-MAX,2017,Manual,27800,Diesel,1.5
audi, A8,2020,Semi-Auto,1100,Diesel,3.0
merc, CLS Class,2015,Automatic,29417,Diesel,3.0
toyota, Prius,2017,Automatic,19870,Hybrid,1.8
vw, Arteon,2018,Manual,7813,Diesel,2.0
skoda, Scala,2019,Semi-Auto,4169,Petrol,1.0
vw, Caravelle,2019,Semi-Auto,3544,Diesel,2.0
ford, Grand C-MAX,2018,Manual,13202,Petrol,1.0
vw, Caddy Maxi Life,2019,Semi-Auto,10000,Diesel,2.0
vw, Scirocco,2015,Manual,33145,Diesel,2.0
ford, KA,2009,Manual,92000,Petrol,1.2
ford, Puma,2020,Manual,1977,Petrol,1.0
ford, Edge,2016,Manual,52368,Diesel,2.0
audi, A7,2017,Semi-Auto,34201,Diesel,3.0
vw, Arteon,2019,Automatic,5000,Petrol,2.0
merc, GLS Class,2017,Semi-Auto,22219,Diesel,3.0
ford, Galaxy,2019,Manual,5612,Diesel,2.0
audi, Q8,2019,Automatic,3000,Diesel,3.0
skoda, Rapid,2017,Manual,15858,Petrol,1.0
bmw, M4,2019,Semi-Auto,12,Petrol,3.0
bmw, X4,2019,Automatic,155,Diesel,3.0
bmw, X7,2020,Semi-Auto,6137,Diesel,3.0
skoda, Yeti,2014,Manual,41936,Diesel,2.0
bmw, M4,2015,Manual,37538,Petrol,3.0
merc, S Class,2019,Semi-Auto,10655,Diesel,3.0
vw, Amarok,2020,Automatic,2451,Diesel,3.0
audi, RS4,2020,Semi-Auto,2000,Petrol,2.9
toyota, Hilux,2018,Manual,30084,Diesel,2.4
audi, A7,2011,Automatic,74408,Diesel,3.0
skoda, Kamiq,2020,Semi-Auto,1294,Diesel,1.6
audi, A8,2019,Automatic,178,Diesel,3.0
ford, Grand C-MAX,2016,Manual,38670,Diesel,1.5
vw, Jetta,2016,Semi-Auto,19019,Diesel,2.0
merc, S Class,2017,Semi-Auto,39872,Diesel,3.0
merc, S Class,2018,Semi-Auto,12811,Diesel,3.0
ford, Puma,2020,Manual,899,Petrol,1.0
merc, CLA Class,2017,Automatic,24107,Diesel,2.1
bmw, M6,2014,Automatic,53249,Petrol,4.4
bmw, X4,2018,Semi-Auto,4135,Diesel,3.0
skoda, Rapid,2017,Manual,28996,Diesel,1.4
skoda, Scala,2019,Semi-Auto,1901,Petrol,1.5
vw, Caddy Maxi Life,2019,Semi-Auto,13507,Diesel,2.0
bmw, M4,2019,Semi-Auto,1501,Petrol,3.0
audi, A7,2019,Automatic,10,Diesel,3.0
ford, Tourneo Custom,2019,Automatic,5000,Diesel,2.0
vw, Scirocco,2016,Manual,35980,Petrol,1.4
audi, A7,2013,Automatic,75775,Diesel,3.0
vw, CC,2013,Automatic,41858,Diesel,2.0
merc, S Class,2015,Automatic,8052,Petrol,4.7
vauxhall, Combo Life,2018,Manual,10000,Diesel,1.5
hyundi, IX20,2017,Manual,14554,Petrol,1.4
ford, Galaxy,2016,Semi-Auto,34145,Diesel,2.0
skoda, Kamiq,2019,Semi-Auto,1250,Petrol,1.5
bmw, 6 Series,2018,Semi-Auto,21525,Diesel,3.0
toyota, Prius,2017,Automatic,15661,Hybrid,1.8
vw, Arteon,2018,Manual,5317,Diesel,2.0
vw, Scirocco,2015,Manual,41001,Diesel,2.0
vw, Tiguan Allspace,2019,Automatic,4000,Diesel,2.0
merc, V Class,2019,Automatic,677,Diesel,2.0
ford, Puma,2019,Manual,1606,Petrol,1.0
hyundi, I800,2018,Manual,37485,Diesel,2.5
ford, KA,2014,Manual,53417,Petrol,1.2
toyota, Verso,2016,Manual,37305,Diesel,1.6
merc, CLA Class,2020,Automatic,2700,Petrol,1.3
toyota, Avensis,2016,Manual,56501,Diesel,1.6
merc, CLA Class,2018,Automatic,32197,Petrol,1.6
skoda, Rapid,2017,Manual,83,Diesel,1.6
hyundi, Santa Fe,2019,Semi-Auto,2000,Diesel,2.2
hyundi, I40,2017,Manual,38472,Diesel,1.7
skoda, Scala,2019,Manual,4942,Diesel,1.6
skoda, Rapid,2014,Semi-Auto,53286,Diesel,1.6
ford, Grand C-MAX,2019,Manual,6375,Petrol,1.0
bmw, Z4,2019,Semi-Auto,5465,Petrol,2.0
audi, A8,2019,Automatic,3000,Diesel,3.0
merc, M Class,2015,Automatic,75358,Diesel,2.1
ford, KA,2016,Manual,6160,Petrol,1.2
bmw, 8 Series,2020,Semi-Auto,151,Diesel,3.0
hyundi, I800,2018,Automatic,33244,Diesel,2.5
toyota, Hilux,2015,Automatic,38841,Diesel,3.0
vw, Scirocco,2017,Semi-Auto,10990,Petrol,2.0
bmw, M5,2016,Semi-Auto,49689,Petrol,4.4
ford, Grand C-MAX,2017,Manual,29684,Diesel,1.5
skoda, Scala,2019,Semi-Auto,4569,Petrol,1.5
bmw, X4,2014,Manual,44678,Diesel,2.0
vauxhall, Combo Life,2018,Manual,12679,Diesel,1.5
bmw, X6,2020,Semi-Auto,1075,Petrol,3.0
skoda, Scala,2019,Manual,5421,Diesel,1.6
bmw, Z4,2020,Semi-Auto,5,Petrol,2.0
vw, Amarok,2018,Automatic,31000,Diesel,3.0
vw, Arteon,2019,Manual,50,Diesel,2.0
vw, Arteon,2019,Semi-Auto,8494,Diesel,2.0
vw, Arteon,2018,Automatic,4350,Petrol,1.5
hyundi, I800,2017,Automatic,35154,Diesel,2.5
hyundi, I40,2013,Manual,76698,Diesel,1.7
hyundi, I800,2018,Manual,38984,Diesel,2.5
bmw, 6 Series,2015,Automatic,72720,Diesel,3.0
merc, GLS Class,2018,Automatic,13609,Diesel,3.0
skoda, Scala,2019,Automatic,3500,Petrol,1.0
vw, Scirocco,2014,Semi-Auto,28000,Diesel,2.0
bmw, X7,2019,Automatic,3890,Diesel,3.0
audi, SQ7,2017,Semi-Auto,23000,Diesel,4.0
merc, CLS Class,2013,Automatic,54238,Diesel,2.1
vw, Caddy Maxi Life,2019,Automatic,12174,Diesel,2.0
bmw, 7 Series,2019,Automatic,4202,Diesel,3.0
audi, Q8,2019,Automatic,10521,Diesel,3.0
merc, V Class,2019,Semi-Auto,3238,Diesel,2.0
toyota, GT86,2020,Manual,650,Petrol,2.0
vw, Amarok,2019,Automatic,1120,Diesel,3.0
hyundi, Santa Fe,2017,Manual,41109,Diesel,2.2
ford, Puma,2020,Manual,1137,Petrol,1.0
ford, Puma,2020,Manual,999,Petrol,1.0
merc, SLK,2014,Semi-Auto,69866,Diesel,2.0
skoda, Rapid,2017,Manual,19691,Petrol,1.0
merc, CLS Class,2016,Semi-Auto,23020,Diesel,2.1
vw, Arteon,2019,Automatic,8686,Diesel,2.0
bmw, X4,2019,Semi-Auto,9829,Diesel,2.0
hyundi, IX20,2017,Manual,22861,Petrol,1.4
vw, CC,2016,Automatic,89603,Diesel,2.0
hyundi, Santa Fe,2016,Automatic,26294,Diesel,2.2
vw, California,2019,Semi-Auto,3500,Diesel,2.0
bmw, 7 Series,2017,Semi-Auto,34024,Hybrid,2.0
toyota, Prius,2018,Automatic,31786,Hybrid,1.8
ford, Galaxy,2019,Semi-Auto,4960,Diesel,2.0
hyundi, IX20,2015,Manual,20077,Petrol,1.4
ford, Grand Tourneo Connect,2019,Manual,5589,Diesel,1.5
hyundi, IX20,2016,Manual,14600,Petrol,1.4
vauxhall, GTC,2016,Manual,34372,Petrol,1.4
toyota, GT86,2019,Manual,1751,Petrol,2.0
vw, Tiguan Allspace,2018,Semi-Auto,15979,Diesel,2.0
merc, V Class,2018,Manual,21681,Diesel,2.1
audi, RS6,2014,Automatic,43752,Petrol,4.0
merc, GLS Class,2018,Automatic,5987,Diesel,3.0
vauxhall, Agila,2011,Automatic,19079,Petrol,1.2
skoda, Yeti,2017,Manual,19025,Petrol,1.2
vauxhall, Combo Life,2018,Manual,9428,Diesel,1.5
ford, Grand C-MAX,2017,Manual,29881,Petrol,1.0
merc, CLS Class,2019,Automatic,3130,Diesel,2.9
skoda, Yeti,2016,Manual,28120,Petrol,1.2
merc, GLB Class,2020,Semi-Auto,4500,Diesel,2.0
merc, SLK,2014,Semi-Auto,32171,Diesel,2.0
vw, Caddy Maxi Life,2020,Semi-Auto,2134,Diesel,2.0
vw, CC,2016,Manual,36700,Diesel,2.0
merc, CLA Class,2019,Automatic,3138,Petrol,1.3
bmw, Z4,2020,Semi-Auto,5,Petrol,2.0
ford, KA,2016,Manual,21466,Petrol,1.2
hyundi, I40,2018,Manual,30734,Diesel,1.7
hyundi, I800,2018,Automatic,32543,Diesel,2.5
ford, Edge,2019,Semi-Auto,5542,Diesel,2.0
vw, Scirocco,2015,Manual,36406,Diesel,2.0
merc, V Class,2019,Semi-Auto,3257,Diesel,2.2
ford, Grand C-MAX,2016,Manual,12249,Diesel,1.5
hyundi, I40,2013,Automatic,60790,Diesel,1.7
vauxhall, Combo Life,2019,Manual,4396,Diesel,1.5
vw, Arteon,2019,Automatic,2500,Diesel,2.0
merc, V Class,2018,Manual,20646,Diesel,2.1
vw, Arteon,2019,Semi-Auto,2269,Petrol,1.5
bmw, 7 Series,2014,Automatic,51932,Hybrid,3.0
bmw, X7,2020,Automatic,5000,Diesel,3.0
merc, GLB Class,2020,Semi-Auto,29,Diesel,2.0
audi, A8,2018,Semi-Auto,12285,Diesel,3.0
bmw, 8 Series,2019,Automatic,8000,Petrol,3.0
skoda, Yeti,2014,Manual,69815,Diesel,1.6
vw, Arteon,2019,Automatic,6837,Petrol,1.5
merc, S Class,2019,Semi-Auto,1000,Petrol,4.0
ford, Puma,2019,Manual,871,Petrol,1.0
ford, Mustang,2020,Semi-Auto,691,Petrol,5.0
audi, Q8,2019,Semi-Auto,16385,Diesel,3.0
merc, V Class,2017,Automatic,40000,Diesel,2.1
skoda, Scala,2019,Manual,3433,Petrol,1.0
merc, S Class,2017,Semi-Auto,15400,Petrol,5.5
vauxhall, Combo Life,2019,Manual,10693,Petrol,1.2
hyundi, I800,2018,Manual,38520,Diesel,2.5
hyundi, Santa Fe,2019,Semi-Auto,17835,Diesel,2.2
bmw, M5,2019,Semi-Auto,23,Petrol,4.4
hyundi, IX20,2017,Manual,22880,Petrol,1.4
vw, Arteon,2019,Semi-Auto,9490,Petrol,2.0
audi, A7,2019,Automatic,4700,Diesel,3.0
ford, KA,2016,Manual,22543,Petrol,1.2
merc, V Class,2019,Automatic,2145,Diesel,2.0
bmw, 7 Series,2007,Automatic,83000,Diesel,2.5
hyundi, IX20,2016,Manual,38297,Petrol,1.4
skoda, Scala,2020,Automatic,3059,Petrol,1.0
vw, Arteon,2019,Automatic,4251,Diesel,2.0
ford, Grand C-MAX,2017,Manual,19906,Diesel,2.0
merc, CLA Class,2019,Automatic,11442,Diesel,2.1
audi, A8,2018,Semi-Auto,13512,Diesel,3.0
vw, Arteon,2018,Semi-Auto,5807,Petrol,1.5
merc, GLS Class,2017,Automatic,28416,Diesel,3.0
bmw, i3,2016,Automatic,41063,Other,0.6
skoda, Rapid,2015,Manual,36550,Petrol,1.2
skoda, Yeti,2017,Manual,26588,Petrol,1.2
ford, Tourneo Connect,2017,Manual,16310,Petrol,1.0
hyundi, IX20,2017,Manual,22880,Petrol,1.4
toyota, Land Cruiser,2020,Automatic,1244,Diesel,2.8
audi, A8,2018,Semi-Auto,10249,Diesel,3.0
ford, Puma,2019,Manual,2167,Petrol,1.0
toyota, Avensis,2017,Manual,31141,Diesel,2.0
toyota, Prius,2019,Automatic,6500,Hybrid,1.8
skoda, Scala,2019,Manual,7000,Petrol,1.0
bmw, 6 Series,2016,Automatic,27483,Diesel,3.0
audi, A8,2018,Automatic,3000,Diesel,3.0
vw, Scirocco,2010,Manual,90000,Diesel,2.0
toyota, GT86,2017,Manual,11898,Petrol,2.0
vw, Scirocco,2017,Manual,45193,Diesel,2.0
skoda, Rapid,2018,Manual,26311,Petrol,1.0
hyundi, IX20,2017,Manual,12803,Petrol,1.4
ford, Grand C-MAX,2016,Manual,15414,Diesel,1.5
merc, S Class,2018,Automatic,11876,Petrol,3.0
toyota, Hilux,2013,Manual,35683,Diesel,3.0
ford, KA,2015,Manual,22366,Petrol,1.2
toyota, Avensis,2009,Automatic,43134,Petrol,1.8
vw, Caravelle,2015,Semi-Auto,55000,Diesel,2.0
vw, CC,2016,Semi-Auto,13841,Petrol,1.8
vauxhall, Agila,2009,Automatic,21098,Petrol,1.2
bmw, 7 Series,2019,Automatic,4330,Diesel,3.0
vauxhall, Combo Life,2019,Manual,6701,Petrol,1.2
toyota, Prius,2017,Automatic,54597,Hybrid,1.8
hyundi, Santa Fe,2015,Automatic,43450,Diesel,2.2
vw, Caravelle,2020,Semi-Auto,1000,Diesel,2.0
bmw, 7 Series,2016,Automatic,34000,Diesel,3.0
bmw, 7 Series,2015,Automatic,65397,Diesel,3.0
ford, Puma,2020,Manual,60,Petrol,1.0
hyundi, I40,2016,Semi-Auto,29334,Diesel,1.7
vw, Arteon,2019,Automatic,1966,Petrol,1.5
ford, Grand C-MAX,2016,Automatic,8656,Diesel,1.5
bmw, X4,2019,Automatic,4000,Diesel,3.0
vw, Caddy Life,2019,Manual,2156,Diesel,2.0
audi, RS3,2019,Semi-Auto,10,Petrol,2.5
ford, Edge,2016,Manual,30000,Diesel,2.0
merc, V Class,2019,Automatic,2753,Diesel,2.0
vw, Amarok,2019,Automatic,12589,Diesel,3.0
audi, A8,2019,Semi-Auto,100,Diesel,3.0
audi, Q8,2019,Automatic,9126,Diesel,3.0
bmw, X4,2019,Semi-Auto,8432,Diesel,2.0
vw, Scirocco,2017,Manual,32897,Diesel,2.0
bmw, Z4,2016,Semi-Auto,29850,Petrol,2.0
ford, Grand C-MAX,2018,Semi-Auto,180,Diesel,1.5
vw, Arteon,2019,Semi-Auto,7447,Diesel,2.0
merc, GL Class,2016,Automatic,35333,Diesel,2.1
vw, Shuttle,2018,Semi-Auto,20677,Diesel,2.0
toyota, Verso,2015,Manual,16232,Diesel,1.6
vw, Arteon,2019,Semi-Auto,5788,Petrol,2.0
hyundi, I800,2018,Automatic,46014,Diesel,2.5
hyundi, Santa Fe,2018,Manual,20318,Diesel,2.2
bmw, X4,2019,Automatic,5980,Diesel,3.0
merc, CLS Class,2013,Automatic,59500,Diesel,2.1
skoda, Scala,2020,Manual,731,Petrol,1.0
hyundi, Santa Fe,2019,Semi-Auto,9923,Diesel,2.2
merc, V Class,2020,Semi-Auto,10,Diesel,2.0
skoda, Kamiq,2019,Automatic,200,Other,1.0
toyota, Land Cruiser,2019,Semi-Auto,1000,Diesel,2.8
vw, CC,2016,Automatic,48488,Diesel,2.0
bmw, M4,2019,Automatic,144,Petrol,3.0
bmw, 6 Series,2014,Automatic,59295,Diesel,3.0
ford, Puma,2020,Manual,169,Petrol,1.0
vw, Jetta,2016,Manual,30886,Diesel,2.0
hyundi, IX20,2017,Manual,20634,Petrol,1.4
skoda, Scala,2020,Manual,1589,Petrol,1.0
vauxhall, GTC,2015,Manual,62700,Diesel,2.0
bmw, M4,2017,Semi-Auto,25777,Petrol,3.0
merc, GL Class,2016,Automatic,20617,Diesel,2.1
vauxhall, Combo Life,2019,Manual,10450,Diesel,1.5
vauxhall, Zafira Tourer,2017,Automatic,26625,Petrol,1.4
toyota, GT86,2020,Manual,3000,Petrol,2.0
merc, S Class,2019,Automatic,3767,Diesel,3.0
vw, Amarok,2015,Automatic,22743,Diesel,2.0
ford, KA,2015,Manual,55346,Petrol,1.2
vw, Scirocco,2017,Manual,23038,Petrol,2.0
bmw, M4,2020,Semi-Auto,1200,Petrol,3.0
skoda, Rapid,2017,Manual,28273,Petrol,1.2
ford, Galaxy,2007,Manual,133694,Diesel,2.0
ford, Tourneo Custom,2018,Automatic,26909,Diesel,2.0
hyundi, I40,2016,Manual,17809,Diesel,1.7
bmw, M3,2017,Automatic,3824,Petrol,3.0
hyundi, Santa Fe,2019,Semi-Auto,7919,Diesel,2.2
skoda, Kamiq,2020,Manual,2394,Petrol,1.0
vw, Jetta,2015,Manual,42048,Diesel,2.0
bmw, X4,2019,Automatic,7000,Diesel,2.0
merc, CLS Class,2016,Semi-Auto,44444,Diesel,3.0
skoda, Kamiq,2019,Automatic,1350,Petrol,1.5
toyota, Prius,2015,Automatic,53101,Hybrid,1.8
hyundi, IX20,2017,Manual,6368,Petrol,1.4
skoda, Kamiq,2019,Semi-Auto,4500,Petrol,1.5
hyundi, IX35,2014,Manual,43978,Diesel,1.7
vauxhall, Combo Life,2019,Manual,6950,Diesel,1.5
vw, Scirocco,2008,Manual,82156,Petrol,2.0
audi, A7,2015,Semi-Auto,72283,Diesel,3.0
merc, S Class,2017,Semi-Auto,12376,Petrol,4.7
ford, KA,2019,Manual,2296,Petrol,1.2
audi, RS4,2006,Manual,66000,Petrol,4.2
skoda, Scala,2019,Semi-Auto,3030,Petrol,1.5
hyundi, I40,2017,Manual,17393,Diesel,1.7
audi, R8,2020,Semi-Auto,70,Petrol,5.2
ford, Puma,2020,Manual,214,Petrol,1.0
hyundi, I800,2018,Automatic,33389,Diesel,2.5
vw, Arteon,2019,Semi-Auto,10301,Petrol,2.0
bmw, 6 Series,2020,Semi-Auto,6,Petrol,2.0
ford, Puma,2020,Manual,1173,Petrol,1.0
merc, CLA Class,2020,Automatic,20,Petrol,1.3
audi, A8,2017,Semi-Auto,45000,Diesel,3.0
hyundi, IX20,2015,Automatic,9767,Petrol,1.6
audi, A8,2019,Automatic,4850,Diesel,3.0
merc, CLS Class,2019,Automatic,999,Diesel,2.0
merc, CLA Class,2019,Manual,3794,Petrol,1.6
bmw, 7 Series,2019,Semi-Auto,10135,Petrol,3.0
bmw, 7 Series,2013,Automatic,81035,Diesel,3.0
toyota, PROACE VERSO,2019,Automatic,5,Diesel,2.0
merc, S Class,2017,Semi-Auto,13112,Petrol,3.0
vw, Scirocco,2016,Automatic,20321,Petrol,2.0
merc, CLS Class,2016,Semi-Auto,31689,Diesel,3.0
merc, V Class,2019,Automatic,999,Diesel,2.0
vw, Amarok,2018,Automatic,4980,Diesel,3.0
hyundi, IX20,2016,Manual,39289,Petrol,1.4
vw, Beetle,2018,Manual,9647,Petrol,1.4
merc, V Class,2018,Semi-Auto,18932,Diesel,2.2
vauxhall, Combo Life,2019,Manual,9061,Diesel,1.5
toyota, GT86,2019,Manual,4500,Petrol,2.0
ford, Edge,2019,Semi-Auto,6482,Diesel,2.0
ford, Tourneo Connect,2016,Manual,21026,Diesel,1.5
merc, SLK,2015,Manual,29001,Petrol,2.0
merc, GL Class,2016,Manual,46808,Diesel,2.1
vw, Tiguan Allspace,2019,Manual,3033,Diesel,2.0
toyota, Avensis,2016,Manual,63956,Diesel,2.0
toyota, Prius,2016,Automatic,28578,Hybrid,1.8
merc, V Class,2019,Semi-Auto,3999,Diesel,2.0
merc, V Class,2016,Manual,21981,Diesel,2.1
toyota, Land Cruiser,2019,Automatic,6836,Diesel,2.8
toyota, GT86,2015,Automatic,81206,Petrol,2.0
merc, S Class,2019,Automatic,1000,Diesel,3.0
bmw, M4,2016,Semi-Auto,21533,Petrol,3.0
hyundi, I800,2019,Automatic,8491,Diesel,2.5
merc, GLS Class,2017,Automatic,17000,Diesel,3.0
toyota, Verso,2017,Semi-Auto,13655,Petrol,1.8
vw, Tiguan Allspace,2019,Semi-Auto,9900,Diesel,2.0
bmw, Z4,2019,Semi-Auto,10018,Petrol,2.0
toyota, Prius,2019,Automatic,8000,Hybrid,1.8
ford, KA,2017,Manual,18800,Petrol,1.2
bmw, 6 Series,2020,Semi-Auto,11,Diesel,3.0
merc, CLA Class,2017,Automatic,20990,Petrol,2.0
skoda, Scala,2019,Automatic,4906,Diesel,1.6
merc, V Class,2018,Manual,25920,Diesel,2.1
merc, V Class,2019,Manual,16989,Diesel,2.1
ford, Galaxy,2018,Manual,31961,Diesel,2.0
hyundi, Santa Fe,2016,Automatic,10317,Diesel,2.2
hyundi, IX20,2016,Automatic,13302,Petrol,1.6
vw, Arteon,2020,Automatic,7256,Petrol,2.0
hyundi, Santa Fe,2019,Semi-Auto,6697,Diesel,2.2
vauxhall, Zafira Tourer,2012,Manual,105362,Diesel,2.0
hyundi, IX35,2015,Automatic,52747,Diesel,2.0
bmw, X6,2019,Semi-Auto,2500,Petrol,3.0
vw, California,2019,Manual,12895,Diesel,2.0
merc, S Class,2018,Automatic,43000,Diesel,2.9
hyundi, Santa Fe,2014,Semi-Auto,60500,Diesel,2.2
toyota, Avensis,2014,Manual,28274,Diesel,2.0
bmw, M4,2019,Semi-Auto,8124,Petrol,3.0
ford, Tourneo Custom,2019,Manual,2763,Diesel,2.0
ford, Puma,2020,Manual,3952,Petrol,1.0
vw, Shuttle,2018,Manual,22072,Diesel,2.0
audi, A8,2017,Semi-Auto,4685,Diesel,3.0
hyundi, IX20,2017,Manual,13817,Petrol,1.4
hyundi, IX35,2011,Manual,60000,Diesel,1.7
bmw, Z4,2019,Automatic,824,Petrol,2.0
toyota, Avensis,2004,Automatic,44000,Petrol,2.0
vw, Tiguan Allspace,2020,Manual,5000,Diesel,2.0
ford, Edge,2019,Semi-Auto,10,Diesel,2.0
ford, Edge,2017,Manual,7721,Diesel,2.0
ford, Tourneo Custom,2019,Automatic,4452,Diesel,2.0
bmw, M4,2019,Semi-Auto,19,Petrol,3.0
audi, RS5,2019,Semi-Auto,3382,Petrol,2.9
ford, Grand C-MAX,2018,Manual,5113,Petrol,1.0
vauxhall, GTC,2016,Manual,44916,Petrol,1.4
skoda, Rapid,2018,Manual,10286,Petrol,1.0
ford, Edge,2017,Manual,12798,Diesel,2.0
skoda, Kamiq,2019,Semi-Auto,1000,Petrol,1.5
merc, S Class,2011,Automatic,66000,Diesel,3.0
skoda, Scala,2020,Semi-Auto,1000,Diesel,1.6
hyundi, I40,2016,Manual,38259,Diesel,1.7
merc, CLS Class,2019,Semi-Auto,2798,Diesel,2.9
hyundi, Santa Fe,2017,Semi-Auto,35406,Diesel,2.2
merc, GL Class,2016,Manual,42320,Diesel,2.1
vauxhall, GTC,2017,Manual,25983,Petrol,2.0
toyota, Verso,2015,Automatic,10500,Petrol,1.8
hyundi, IX20,2017,Automatic,27918,Petrol,1.6
